Player,Country,Team,Assists,Season
Bobby Zamora,England,Fulham FC,4,2008-2009
Afonso Alves,Brazil,Middlesbrough FC,3,2008-2009
Albert Riera,Spain,Liverpool FC,3,2008-2009
James Beattie,England,Stoke City,3,2008-2009
Nadir Belhadj,Algeria,Portsmouth FC,3,2008-2009
Boa Morte,Portugal,West Ham United,3,2008-2009
Borja Valero,Spain,West Bromwich Albion,3,2008-2009
Bosingwa,Portugal,Chelsea FC,3,2008-2009
Jimmy Bullard,England,Hull City,3,2008-2009
John Carew,Norway,Aston Villa,3,2008-2009
Calum Davenport,England,West Ham United,3,2008-2009
Kevin Davies,England,Bolton Wanderers,3,2008-2009
Sean Davis,England,Portsmouth FC,3,2008-2009
Andy Dawson,England,Hull City,3,2008-2009
Elano,Brazil,Manchester City,3,2008-2009
Craig Fagan,England,Hull City,3,2008-2009
Marouane Fellaini,Belgium,Everton FC,3,2008-2009
Danny Guthrie,England,Newcastle United,3,2008-2009
Danny Higginbotham,Gibraltar,Sunderland AFC,3,2008-2009
Jermaine Jenas,England,Tottenham Hotspur,3,2008-2009
Jô,Brazil,Manchester City,3,2008-2009
Andy Johnson,England,Fulham FC,3,2008-2009
Glen Johnson,England,Portsmouth FC,3,2008-2009
Salomon Kalou,Ivory Coast,Chelsea FC,3,2008-2009
Marlon King,Jamaica,Middlesbrough FC,3,2008-2009
Niko Kranjčar,Croatia,Portsmouth FC,3,2008-2009
Benni McCarthy,South Africa,Blackburn Rovers,3,2008-2009
Bernard Mendy,France,Hull City,3,2008-2009
Charles N'Zogbia,France,Wigan Athletic,3,2008-2009
Geremi Njitap,Cameroon,Newcastle United,3,2008-2009
Kevin Nolan,England,Newcastle United,3,2008-2009
John O'Shea,Ireland,Manchester United,3,2008-2009
Stilian Petrov,Bulgaria,Aston Villa,3,2008-2009
Ryan Taylor,England,Wigan Athletic,3,2008-2009
Carlos Tévez,Argentina,Manchester United,3,2008-2009
Stephen Warnock,England,Blackburn Rovers,3,2008-2009
Daniel Agger,Denmark,Liverpool FC,2,2008-2009
Jérémie Aliadiére,France,Middlesbrough FC,2,2008-2009
Shola Ameobi,Nigeria,Newcastle United,2,2008-2009
Arbeloa,Spain,Liverpool FC,2,2008-2009
Valon Behrami,Switzerland,West Ham United,2,2008-2009
Nicklas Bendtner,Denmark,Arsenal FC,2,2008-2009
Darren Bent,England,Tottenham Hotspur,2,2008-2009
David Bentley,England,Tottenham Hotspur,2,2008-2009
Chris Brunt,Northern Ireland,West Bromwich Albion,2,2008-2009
Djibril Cissé,France,Sunderland AFC,2,2008-2009
Danny Collins,Wales,Sunderland AFC,2,2008-2009
Jack Collison,Wales,West Ham United,2,2008-2009
Vedran Ćorluka,Croatia,Tottenham Hotspur,2,2008-2009
Mark Davies,England,Bolton Wanderers,2,2008-2009
Deco,Portugal,Chelsea FC,2,2008-2009
Clint Dempsey,USA,Fulham FC,2,2008-2009
Abou Diaby,France,Arsenal FC,2,2008-2009
Didier Digard,France,Middlesbrough FC,2,2008-2009
Damien Duff,Ireland,Newcastle United,2,2008-2009
Emmanuel Eboué,Ivory Coast,Arsenal FC,2,2008-2009
Carlos Edwards,Trinidad & Tobago,Sunderland AFC,2,2008-2009
Johan Elmander,Sweden,Bolton Wanderers,2,2008-2009
Brett Emerton,Australia,Blackburn Rovers,2,2008-2009
Patrice Evra,France,Manchester United,2,2008-2009
Julien Faubert,Martinique,West Ham United,2,2008-2009
Maynor Figueroa,Honduras,Wigan Athletic,2,2008-2009
Ricardo Fuller,Jamaica,Stoke City,2,2008-2009
Richard García,Australia,Hull City,2,2008-2009
Dan Gosling,England,Everton FC,2,2008-2009
Brede Hangeland,Norway,Fulham FC,2,2008-2009
Emile Heskey,England,Wigan Athletic,2,2008-2009
Tom Huddlestone,England,Tottenham Hotspur,2,2008-2009
Hérita Ilunga,Congo DR,West Ham United,2,2008-2009
Javi Garrido,Spain,Manchester City,2,2008-2009
Kenwyne Jones,Trinidad & Tobago,Sunderland AFC,2,2008-2009
José Enrique,Spain,Newcastle United,2,2008-2009
Robert Koren,Slovenia,West Bromwich Albion,2,2008-2009
Martin Laursen,Denmark,Aston Villa,2,2008-2009
Liam Lawrence,Ireland,Stoke City,2,2008-2009
Joleon Lescott,England,Everton FC,2,2008-2009
Lucas Leiva,Brazil,Liverpool FC,2,2008-2009
Obafemi Martins,Nigeria,Newcastle United,2,2008-2009
Tony McMahon,England,Middlesbrough FC,2,2008-2009
Ishmael Miller,England,West Bromwich Albion,2,2008-2009
Samir Nasri,France,Arsenal FC,2,2008-2009
Phil Neville,England,Everton FC,2,2008-2009
Erik Nevland,Norway,Fulham FC,2,2008-2009
Joey O'Brien,Ireland,Bolton Wanderers,2,2008-2009
John Mikel Obi,Nigeria,Chelsea FC,2,2008-2009
André Ooijer,Netherlands,Blackburn Rovers,2,2008-2009
Ji-Sung Park,South Korea,Manchester United,2,2008-2009
Pepe Reina,Spain,Liverpool FC,2,2008-2009
Danny Pugh,England,Stoke City,2,2008-2009
Steven Reid,Ireland,Blackburn Rovers,2,2008-2009
Roque Santa Cruz,Paraguay,Blackburn Rovers,2,2008-2009
Paul Scholes,England,Manchester United,2,2008-2009
Martin Škrtel,Slovakia,Liverpool FC,2,2008-2009
Daniel Sturridge,England,Manchester City,2,2008-2009
Mark Viduka,Australia,Newcastle United,2,2008-2009
Theo Walcott,England,Arsenal FC,2,2008-2009
Glenn Whelan,Ireland,Stoke City,2,2008-2009
Pablo Zabaleta,Argentina,Manchester City,2,2008-2009
Gianni Zuiverloon,Netherlands,West Bromwich Albion,2,2008-2009
Alex,Brazil,Chelsea FC,1,2008-2009
Victor Anichebe,Nigeria,Everton FC,1,2008-2009
Ian Ashbee,England,Hull City,1,2008-2009
Benoît Assou-Ekotto,Cameroon,Tottenham Hotspur,1,2008-2009
Yakubu Ayegbeni,Nigeria,Everton FC,1,2008-2009
Ryan Babel,Netherlands,Liverpool FC,1,2008-2009
Michael Ball,England,Manchester City,1,2008-2009
Nick Barmby,England,Hull City,1,2008-2009
Joey Barton,England,Newcastle United,1,2008-2009
Roman Bednář,Czech Republic,West Bromwich Albion,1,2008-2009
Benjani,Zimbabwe,Manchester City,1,2008-2009
Habib Beye,Senegal,Newcastle United,1,2008-2009
George Boateng,Netherlands,Hull City,1,2008-2009
Valeri Bozhinov,Bulgaria,Manchester City,1,2008-2009
Michael Brown,England,Wigan Athletic,1,2008-2009
Nicky Butt,England,Newcastle United,1,2008-2009
Caçapa,Brazil,Newcastle United,1,2008-2009
Henri Camara,Senegal,Wigan Athletic,1,2008-2009
Jamie Carragher,England,Liverpool FC,1,2008-2009
Lee Cattermole,England,Wigan Athletic,1,2008-2009
Marek Čech,Slovakia,West Bromwich Albion,1,2008-2009
Pascal Chimbonda,France,Tottenham Hotspur,1,2008-2009
Ashley Cole,England,Chelsea FC,1,2008-2009
Daniel Cousin,Gabon,Hull City,1,2008-2009
Curtis Davies,England,Aston Villa,1,2008-2009
Michael Dawson,England,Tottenham Hotspur,1,2008-2009
Nigel de Jong,Netherlands,Manchester City,1,2008-2009
Daniël de Ridder,Netherlands,Wigan Athletic,1,2008-2009
Franco Di Santo,Argentina,Chelsea FC,1,2008-2009
Carl Dickinson,England,Stoke City,1,2008-2009
El-Hadji Diouf,Senegal,Sunderland AFC,1,2008-2009
Ryan Donk,Suriname,West Bromwich Albion,1,2008-2009
Kieron Dyer,England,West Ham United,1,2008-2009
David Edgar,Canada,Newcastle United,1,2008-2009
Nabil El Zhar,Morocco,Liverpool FC,1,2008-2009
Ched Evans,Wales,Manchester City,1,2008-2009
Ricardo Gardner,Jamaica,Bolton Wanderers,1,2008-2009
Shay Given,Ireland,Newcastle United,1,2008-2009
Jonathan Greening,England,West Bromwich Albion,1,2008-2009
David Healy,Northern Ireland,Sunderland AFC,1,2008-2009
Tony Hibbert,England,Everton FC,1,2008-2009
Justin Hoyte,Trinidad & Tobago,Middlesbrough FC,1,2008-2009
Alan Hutton,Scotland,Tottenham Hotspur,1,2008-2009
Branislav Ivanović,Serbia,Chelsea FC,1,2008-2009
Jussi Jääskeläinen,Finland,Bolton Wanderers,1,2008-2009
Younès Kaboul,France,Portsmouth FC,1,2008-2009
Nwankwo Kanu,Nigeria,Portsmouth FC,1,2008-2009
Dave Kitson,England,Stoke City,1,2008-2009
Vincent Kompany,Belgium,Manchester City,1,2008-2009
Paul Konchesky,England,Fulham FC,1,2008-2009
Jason Koumas,Wales,Wigan Athletic,1,2008-2009
Grant Leadbitter,England,Sunderland AFC,1,2008-2009
Federico Macheda,Italy,Manchester United,1,2008-2009
Ariza Makukula,Portugal,Bolton Wanderers,1,2008-2009
Manucho,Angola,Manchester United,1,2008-2009
Javier Mascherano,Argentina,Liverpool FC,1,2008-2009
Mario Melchiot,Netherlands,Wigan Athletic,1,2008-2009
Fabrice Muamba,England,Bolton Wanderers,1,2008-2009
Daryl Murphy,Ireland,Sunderland AFC,1,2008-2009
David N'Gog,France,Liverpool FC,1,2008-2009
Ryan Nelsen,New Zealand,Blackburn Rovers,1,2008-2009
Savio Nsereko,Germany,West Ham United,1,2008-2009
David Nugent,England,Portsmouth FC,1,2008-2009
Andy O'Brien,Ireland,Bolton Wanderers,1,2008-2009
Gary O'Neil,England,Middlesbrough FC,1,2008-2009
Martin Olsson,Sweden,Blackburn Rovers,1,2008-2009
Nedum Onuoha,England,Manchester City,1,2008-2009
Wilson Palacios,Honduras,Wigan Athletic,1,2008-2009
Roman Pavlyuchenko,Russia,Tottenham Hotspur,1,2008-2009
Aaron Ramsey,Wales,Arsenal FC,1,2008-2009
Ricardo Carvalho,Portugal,Chelsea FC,1,2008-2009
Micah Richards,England,Manchester City,1,2008-2009
Kieran Richardson,England,Sunderland AFC,1,2008-2009
Sam Ricketts,Wales,Hull City,1,2008-2009
Paul Robinson,England,West Bromwich Albion,1,2008-2009
Bacary Sagna,France,Arsenal FC,1,2008-2009
Louis Saha,France,Everton FC,1,2008-2009
Paul Scharner,Austria,Wigan Athletic,1,2008-2009
Ryan Shawcross,England,Stoke City,1,2008-2009
Nicky Shorey,England,Aston Villa,1,2008-2009
Mamady Sidibe,Mali,Stoke City,1,2008-2009
Mikaël Silvestre,France,Arsenal FC,1,2008-2009
Alex Song,Cameroon,Arsenal FC,1,2008-2009
Jonathan Spector,USA,West Ham United,1,2008-2009
Teemu Tainio,Finland,Sunderland AFC,1,2008-2009
Steven Taylor,England,Newcastle United,1,2008-2009
Kolo Touré,Ivory Coast,Arsenal FC,1,2008-2009
Armand Traoré,Senegal,Portsmouth FC,1,2008-2009
Matthew Upson,England,West Ham United,1,2008-2009
John Utaka,Nigeria,Portsmouth FC,1,2008-2009
Darius Vassell,England,Manchester City,1,2008-2009
James Vaughan,England,Everton FC,1,2008-2009
Nemanja Vidić,Serbia,Manchester United,1,2008-2009
Carlos Villanueva,Chile,Blackburn Rovers,1,2008-2009
David Wheater,England,Middlesbrough FC,1,2008-2009
Amr Zaki,Egypt,Wigan Athletic,1,2008-2009
Kamil Zayatte,Guinea,Hull City,1,2008-2009
