Player,Country,Team,Goals,Season
Curtis Davies,England,Hull City,2,2016-2017
Damien Delaney,Ireland,Crystal Palace,2,2016-2017
Ahmed Elmohamady,Egypt,Hull City,2,2016-2017
George Friend,England,Middlesbrough FC,2,2016-2017
Martin Kelly,England,Crystal Palace,2,2016-2017
Matthew Lowton,England,Burnley FC,2,2016-2017
Nacho Monreal,Spain,Arsenal FC,2,2016-2017
Allan Nyom,Cameroon,West Bromwich Albion,2,2016-2017
Danny Simpson,England,Leicester City,2,2016-2017
Moussa Sissoko,France,Tottenham Hotspur,2,2016-2017
Duncan Watmore,England,Sunderland AFC,2,2016-2017
Jack Wilshere,England,AFC Bournemouth,2,2016-2017
Toby Alderweireld,Belgium,Tottenham Hotspur,1,2016-2017
Àngel Rangel,Spain,Swansea City,1,2016-2017
Scott Arfield,Canada,Burnley FC,1,2016-2017
Patrick Bamford,England,Burnley FC,1,2016-2017
Joey Barton,England,Burnley FC,1,2016-2017
Borja González,Spain,Swansea City,1,2016-2017
Sofiane Boufal,Morocco,Southampton FC,1,2016-2017
Jonathan Calleri,Argentina,West Ham United,1,2016-2017
Dominic Calvert-Lewin,England,Everton FC,1,2016-2017
Fraizer Campbell,England,Crystal Palace,1,2016-2017
Ben Chilwell,England,Leicester City,1,2016-2017
Gaël Clichy,France,Manchester City,1,2016-2017
Daniel Ayala,Spain,Middlesbrough FC,1,2016-2017
David Luiz,Brazil,Chelsea FC,1,2016-2017
Fabian Delph,England,Manchester City,1,2016-2017
Abdoulaye Doucouré,Mali,Watford FC,1,2016-2017
Marouane Fellaini,Belgium,Manchester United,1,2016-2017
Rudy Gestede,Benin,Middlesbrough FC,1,2016-2017
Josh Harrop,England,Manchester United,1,2016-2017
Tom Huddlestone,England,Hull City,1,2016-2017
Billy Jones,England,Sunderland AFC,1,2016-2017
Wahbi Khazri,Tunisia,Sunderland AFC,1,2016-2017
Andy King,Wales,Leicester City,1,2016-2017
Lamine Koné,Ivory Coast,Sunderland AFC,1,2016-2017
Cheikhou Kouyaté,Senegal,West Ham United,1,2016-2017
Grant Leadbitter,England,Middlesbrough FC,1,2016-2017
Joe Ledley,Wales,Crystal Palace,1,2016-2017
Ademola Lookman,Nigeria,Everton FC,1,2016-2017
Lucas Pérez,Spain,Arsenal FC,1,2016-2017
Manquillo,Spain,Sunderland AFC,1,2016-2017
Bruno Martins Indi,Netherlands,Stoke City,1,2016-2017
Ryan Mason,England,Hull City,1,2016-2017
Joel Matip,Cameroon,Liverpool FC,1,2016-2017
Ben Mee,England,Burnley FC,1,2016-2017
David Meyler,Ireland,Hull City,1,2016-2017
Wes Morgan,Jamaica,Leicester City,1,2016-2017
Muniesa,Spain,Stoke City,1,2016-2017
Alfred N'Diaye,Senegal,Hull City,1,2016-2017
Kyle Naughton,England,Swansea City,1,2016-2017
Didier Ndong,Gabon,Sunderland AFC,1,2016-2017
Oriol Romeu,Spain,Southampton FC,1,2016-2017
Matthew Pennington,England,Everton FC,1,2016-2017
Marcos Rojo,Argentina,Manchester United,1,2016-2017
Diafra Sakho,Senegal,West Ham United,1,2016-2017
Morgan Schneiderlin,France,Everton FC,1,2016-2017
John Terry,England,Chelsea FC,1,2016-2017
Leonardo Ulloa,Argentina,Leicester City,1,2016-2017
Mike van der Hoorn,Netherlands,Swansea City,1,2016-2017
Virgil van Dijk,Netherlands,Southampton FC,1,2016-2017
Maya Yoshida,Japan,Southampton FC,1,2016-2017
Juan Zúñiga,Colombia,Watford FC,1,2016-2017
Adama Traoré,Spain,Middlesbrough FC,1,2016-2017
Alberto Moreno,Spain,Liverpool FC,1,2016-2017
Sam Byram,England,West Ham United,1,2016-2017
Geoff Cameron,USA,Stoke City,1,2016-2017
Craig Cathcart,Northern Ireland,Watford FC,1,2016-2017
Nathaniel Chalobah,England,Chelsea FC,1,2016-2017
Nathan Dyer,England,Swansea City,1,2016-2017
Mohamed Elneny,Egypt,Arsenal FC,1,2016-2017
Federico Fernández,Argentina,Swansea City,1,2016-2017
Adam Forshaw,England,Middlesbrough FC,1,2016-2017
Simon Francis,England,AFC Bournemouth,1,2016-2017
Ezekiel Fryers,England,Crystal Palace,1,2016-2017
Ramiro Funes Mori,Argentina,Everton FC,1,2016-2017
Craig Gardner,England,West Bromwich Albion,1,2016-2017
Kieran Gibbs,England,Arsenal FC,1,2016-2017
Lewis Grabban,Jamaica,AFC Bournemouth,1,2016-2017
Adlène Guédioura,Algeria,Watford FC,1,2016-2017
Mason Holgate,England,Everton FC,1,2016-2017
Joel,Spain,Everton FC,1,2016-2017
Sung-yueng Ki,South Korea,Swansea City,1,2016-2017
Sebastian Larsson,Sweden,Sunderland AFC,1,2016-2017
Chung-yong Lee,South Korea,Crystal Palace,1,2016-2017
Jonathan Leko,England,West Bromwich Albion,1,2016-2017
Aaron Lennon,England,Everton FC,1,2016-2017
Filip Lesniak,Slovakia,Tottenham Hotspur,1,2016-2017
Donald Love,Scotland,Sunderland AFC,1,2016-2017
Arthur Masuaku,Congo DR,West Ham United,1,2016-2017
Dieumerci Mbokani,Congo DR,Hull City,1,2016-2017
Jefferson Montero,Ecuador,Swansea City,1,2016-2017
Håvard Nordtveit,Norway,West Ham United,1,2016-2017
John O'Shea,Ireland,Sunderland AFC,1,2016-2017
Oscar,Brazil,Chelsea FC,1,2016-2017
Erik Pieters,Netherlands,Stoke City,1,2016-2017
Jack Rodwell,England,Sunderland AFC,1,2016-2017
Bacary Sagna,France,Manchester City,1,2016-2017
Luke Shaw,England,Manchester United,1,2016-2017
Josh Sims,England,Southampton FC,1,2016-2017
Ramadan Sobhi,Egypt,Stoke City,1,2016-2017
Jack Stephens,England,Southampton FC,1,2016-2017
Andrew Surman,England,AFC Bournemouth,1,2016-2017
Neil Taylor,Wales,Swansea City,1,2016-2017
Gökhan Töre,Turkey,West Ham United,1,2016-2017
Joel Ward,England,Crystal Palace,1,2016-2017
Glenn Whelan,Ireland,Stoke City,1,2016-2017
Ashley Young,England,Manchester United,1,2016-2017
Kurt Zouma,France,Chelsea FC,1,2016-2017
